138	341
138	324.333333333333
138	307.666666666667
138	291
138.652978801029	283.557343943217
141.263143767288	274.602273631948
145.749669362731	266.424417341190
151.899858445817	259.411470765523
159.422142940072	253.895903576343
166.188442752846	250.741208599540
184.982295168564	243.900805733027
203.776147584282	237.060402866513
222.570000000000	230.220000000000
229.340000000000	227.060528298125
236.862284494255	221.544961108946
243.012473577340	214.532014533279
247.498999172784	206.354158242520
250.109164139043	197.399087931251
250.760000000000	189.960000000000
250.760000000000	169.960000000000
250.760000000000	149.960000000000
250.760000000000	129.960000000000
250.760000000000	109.960000000000
250.760000000000	89.9600000000000
250.760000000000	79.9600000000000
234.093333333333	79.9600000000000
217.426666666667	79.9600000000000
200.760000000000	79.9600000000000
188.373233683126	81.0385367922842
176.349791615436	84.2602083845643
165.068450050322	89.5207843506392
154.871986842606	96.6604247517598
146.070216367195	105.462195227170
138.930575966075	115.658658434886
133.663450050322	126.943658434886
127.119114546530	140.361534658893
117.928055142183	152.125554234477
106.491965236846	161.721573056156
93.3106568358303	168.730199054614
78.9602163671955	172.845121642602
66.5600000000000	173.930000000000
45.1314285714286	173.930000000000
23.7028571428571	173.930000000000
2.27428571428571	173.930000000000
-19.1542857142857	173.930000000000
-40.5828571428571	173.930000000000
-62.0114285714286	173.930000000000
-83.4400000000000	173.930000000000
